id,date,customer_id,product_id,quantity,amount,discount,status,region
508,2025-02-21,124,13,9,121.42,0.1,completed,East
509,2025-07-05,83,3,2,629.98,0.1,completed,West
510,2025-10-26,129,16,8,1799.93,0.1,completed,South
511,2024-04-13,99,3,2,664.98,0.05,completed,South
512,2024-11-11,52,21,8,883.93,0.15,completed,North
513,2024-11-14,44,11,9,224.91,0,pending,South
514,2024-06-24,144,14,1,4.24,0.15,completed,North
515,2025-05-15,119,25,1,59.49,0.15,pending,South
516,2025-01-01,196,4,10,1274.91,0.15,completed,East
517,2024-07-24,80,24,4,1699.97,0.15,completed,East
518,2025-01-10,118,19,2,1519.98,0.05,completed,South
519,2024-03-26,7,22,7,279.93,0,completed,West
520,2025-04-17,18,11,1,21.24,0.15,completed,East
521,2024-11-16,51,17,4,1359.97,0.15,completed,South
522,2024-08-28,89,20,8,479.92,0,completed,East
523,2025-07-21,36,5,5,1274.96,0.15,completed,West
524,2025-12-03,109,8,2,179.98,0,completed,South
525,2024-03-07,140,20,8,479.92,0,completed,East
526,2024-06-28,62,20,7,398.93,0.05,completed,North
527,2025-05-18,44,16,5,1062.46,0.15,pending,South
528,2024-12-04,39,5,1,299.99,0,completed,South
529,2024-01-16,80,23,3,215.97,0.1,refunded,East
530,2025-09-02,50,10,5,539.95,0.1,completed,East
531,2025-06-27,118,10,7,797.93,0.05,refunded,South
532,2025-01-10,124,17,6,2159.95,0.1,pending,East
533,2025-10-22,58,3,4,1259.96,0.1,completed,South
534,2025-03-29,8,13,10,149.9,0,refunded,East
535,2024-08-02,95,19,7,4759.94,0.15,completed,North
536,2024-04-24,9,21,8,1039.92,0,completed,East
537,2025-01-10,103,22,1,35.99,0.1,pending,East
538,2025-06-23,78,9,7,475.94,0.15,pending,North
539,2024-10-06,101,9,6,407.95,0.15,completed,South
540,2024-05-04,58,4,7,997.43,0.05,completed,South
541,2025-11-08,98,7,1,53.99,0.1,refunded,West
542,2024-01-31,51,4,5,712.45,0.05,completed,South
543,2025-05-11,133,13,2,29.98,0,pending,South
544,2025-06-04,104,11,4,99.96,0,refunded,West
545,2024-12-31,59,20,8,407.93,0.15,pending,North
546,2025-05-05,65,22,10,379.91,0.05,completed,North
547,2024-09-29,121,4,3,449.97,0,refunded,East
548,2024-05-28,117,9,2,159.98,0,pending,South
549,2025-10-12,147,10,10,1199.9,0,completed,East
550,2024-05-20,10,23,2,159.98,0,completed,West
551,2025-05-24,30,25,10,699.9,0,completed,North
552,2025-03-30,151,18,4,539.96,0.1,completed,North
553,2024-06-03,160,2,6,3599.94,0,pending,North
554,2025-11-04,176,10,7,839.93,0,refunded,East
555,2024-01-26,155,9,3,227.97,0.05,completed,South
556,2025-08-19,83,18,7,1049.93,0,completed,West
557,2024-03-06,68,23,1,79.99,0,completed,East
558,2025-02-10,67,23,5,399.95,0,refunded,North
559,2025-06-16,16,3,6,2099.94,0,pending,South
560,2024-02-25,111,1,7,6299.93,0,completed,South
561,2025-12-03,167,6,10,284.9,0.05,completed,South
562,2025-07-08,177,2,3,1529.97,0.15,completed,East
563,2024-12-27,52,22,10,399.9,0,pending,North
564,2024-04-15,38,13,9,134.91,0,completed,North
565,2025-02-18,82,3,5,1662.45,0.05,completed,North
566,2024-12-05,47,6,10,269.91,0.1,completed,North
567,2024-11-17,75,16,1,224.99,0.1,completed,East
568,2024-04-23,191,24,7,3499.93,0,completed,South
569,2024-02-04,168,25,1,69.99,0,pending,East
570,2025-12-12,20,19,8,5439.93,0.15,completed,South
571,2024-06-16,25,24,5,2124.96,0.15,completed,South
572,2024-03-15,197,5,9,2564.91,0.05,pending,West
573,2024-12-23,158,4,8,1079.93,0.1,completed,East
574,2024-11-30,73,9,10,719.91,0.1,pending,East
575,2025-07-29,113,18,1,142.49,0.05,completed,South
576,2024-01-31,83,11,1,24.99,0,completed,West
577,2025-02-17,22,25,7,416.44,0.15,completed,North
578,2025-11-16,1,2,3,1529.97,0.15,completed,South
579,2025-09-19,36,3,5,1662.45,0.05,completed,West
580,2025-11-12,141,22,7,265.93,0.05,completed,East
581,2024-08-22,89,3,9,2992.41,0.05,completed,East
582,2024-03-16,171,8,1,80.99,0.1,completed,South
583,2025-05-25,61,2,3,1799.97,0,completed,South
584,2024-05-05,105,20,6,359.94,0,completed,South
585,2025-08-21,191,4,2,254.98,0.15,completed,South
586,2025-06-21,164,13,8,113.92,0.05,completed,East
587,2025-06-14,91,3,5,1487.46,0.15,completed,South
588,2024-05-26,134,16,2,449.98,0.1,completed,East
589,2024-09-17,106,15,2,17.98,0.1,pending,North
590,2024-04-29,1,9,2,159.98,0,completed,South
591,2024-05-01,174,20,4,203.97,0.15,completed,West
592,2024-07-31,81,4,8,1019.93,0.15,pending,North
593,2025-12-11,130,8,7,629.93,0,refunded,East
594,2025-06-24,86,13,1,13.49,0.1,pending,West
595,2025-01-25,26,1,7,6299.93,0,completed,West
596,2025-05-21,2,7,1,50.99,0.15,pending,South
597,2024-04-18,17,1,4,3059.97,0.15,pending,South
598,2025-01-15,117,21,7,909.93,0,completed,South
599,2025-09-04,127,13,1,14.99,0,completed,South
600,2024-06-03,179,19,9,7199.91,0,completed,South
601,2025-05-04,9,12,8,28.73,0.1,pending,East
602,2025-08-08,132,6,6,179.94,0,completed,West
603,2024-06-01,177,8,8,611.93,0.15,refunded,East
604,2024-11-28,121,17,8,2879.93,0.1,completed,East
605,2025-03-18,12,24,3,1499.97,0,refunded,East
606,2024-02-02,49,4,6,899.94,0,pending,West
607,2024-02-10,22,15,1,9.99,0,completed,North
608,2024-10-11,150,14,7,29.69,0.15,completed,South
609,2025-12-26,168,18,4,599.96,0,pending,East
610,2025-12-13,101,1,5,4499.95,0,completed,South
611,2025-11-28,193,13,6,76.45,0.15,completed,West
612,2024-10-15,77,21,4,519.96,0,completed,West
613,2024-09-26,183,9,3,239.97,0,refunded,East
614,2025-12-16,32,21,2,246.98,0.05,refunded,North
615,2024-07-16,57,8,5,404.95,0.1,completed,East
616,2024-04-18,161,2,1,539.99,0.1,completed,East
617,2024-06-02,22,20,7,419.93,0,completed,North
618,2024-05-29,11,13,5,74.95,0,completed,South
619,2024-06-05,30,13,6,89.94,0,pending,North
620,2025-09-02,5,24,5,2499.95,0,completed,North
621,2025-06-30,188,12,2,7.98,0,refunded,North
622,2025-08-27,35,8,1,89.99,0,completed,South
623,2025-07-22,157,18,6,899.94,0,pending,East
624,2025-08-19,101,6,10,299.9,0,completed,South
625,2024-03-23,1,14,5,21.21,0.15,completed,South
626,2024-03-27,143,9,10,719.91,0.1,completed,North
627,2024-09-26,96,5,4,1199.96,0,pending,West
628,2024-04-14,178,5,2,539.98,0.1,refunded,West
629,2025-01-12,104,3,5,1749.95,0,pending,West
630,2024-12-05,5,22,8,287.93,0.1,completed,North
631,2025-04-19,172,23,9,719.91,0,refunded,West
632,2025-07-03,83,3,3,997.47,0.05,pending,West
633,2024-06-28,187,17,4,1439.96,0.1,completed,North
634,2025-06-27,141,21,3,350.97,0.1,completed,East
635,2024-04-30,59,5,10,2699.91,0.1,completed,North
636,2025-08-31,145,13,10,134.91,0.1,completed,South
637,2025-05-25,94,20,4,215.96,0.1,completed,West
638,2024-08-29,31,16,2,499.98,0,refunded,South
639,2024-09-28,161,13,10,149.9,0,pending,East
640,2024-09-24,171,4,3,449.97,0,refunded,South
641,2025-07-07,147,7,3,179.97,0,completed,East
642,2024-10-15,43,22,4,159.96,0,completed,South
643,2024-08-06,198,1,8,7199.92,0,completed,East
644,2025-06-12,174,5,3,899.97,0,completed,West
645,2025-07-06,131,5,9,2699.91,0,completed,North
646,2024-07-24,197,1,3,2699.97,0,refunded,West
647,2024-12-13,118,1,8,7199.92,0,pending,South
648,2024-09-16,194,17,6,2399.94,0,pending,West
649,2024-04-30,60,10,7,839.93,0,completed,North
650,2025-12-23,165,1,8,6479.93,0.1,completed,South
651,2025-06-03,167,24,8,3599.93,0.1,completed,South
652,2024-02-22,160,24,3,1424.97,0.05,completed,North
653,2025-03-19,63,8,10,899.9,0,pending,East
654,2024-07-23,53,24,4,1999.96,0,pending,East
655,2024-08-23,159,19,3,2279.97,0.05,completed,East
656,2024-06-01,32,18,5,749.95,0,completed,North
657,2024-01-11,190,5,5,1349.96,0.1,completed,West
658,2024-04-20,177,4,5,674.96,0.1,completed,East
659,2024-11-28,16,25,9,535.42,0.15,completed,South
660,2024-02-03,182,2,4,2399.96,0,completed,North
661,2025-09-30,65,8,8,719.92,0,refunded,North
662,2024-05-26,165,7,1,50.99,0.15,completed,South
663,2025-06-15,63,13,7,99.68,0.05,pending,East
664,2025-03-03,83,12,3,11.97,0,completed,West
665,2024-08-18,78,13,1,13.49,0.1,completed,North
666,2025-09-10,72,16,4,849.97,0.15,completed,North
667,2024-02-10,156,24,2,899.98,0.1,refunded,West
668,2024-07-28,47,6,7,188.94,0.1,completed,North
669,2024-07-17,185,14,1,4.99,0,completed,North
670,2025-09-15,169,6,10,269.91,0.1,completed,West
671,2025-09-21,109,2,8,4319.93,0.1,completed,South
672,2024-01-29,187,20,3,170.97,0.05,completed,North
673,2024-01-15,192,24,10,4249.91,0.15,refunded,West
674,2024-05-30,170,18,2,299.98,0,refunded,West
675,2024-08-31,27,25,1,69.99,0,completed,North
676,2025-11-19,37,1,3,2699.97,0,refunded,South
677,2024-05-05,10,9,9,611.92,0.15,completed,West
678,2024-12-11,21,13,5,74.95,0,completed,South
679,2025-11-19,167,25,6,377.95,0.1,refunded,South
680,2024-09-06,189,2,6,3419.94,0.05,completed,South
681,2025-04-12,11,6,4,113.96,0.05,refunded,South
682,2025-08-19,102,3,4,1259.96,0.1,completed,West
683,2024-08-22,105,13,1,14.24,0.05,completed,South
684,2025-09-11,158,19,10,7199.91,0.1,completed,East
685,2024-06-25,1,16,4,999.96,0,refunded,South
686,2024-10-14,108,7,2,113.98,0.05,completed,East
687,2024-05-16,11,8,7,535.44,0.15,completed,South
688,2025-01-02,117,20,1,59.99,0,refunded,South
689,2024-05-04,182,8,2,161.98,0.1,pending,North
690,2025-05-27,193,9,1,79.99,0,refunded,West
691,2025-02-07,44,16,8,1899.92,0.05,completed,South
692,2025-06-19,143,9,4,303.96,0.05,refunded,North
693,2025-02-13,102,21,4,519.96,0,refunded,West
694,2024-09-24,130,11,10,249.9,0,completed,East
695,2025-11-18,44,22,7,279.93,0,completed,South
696,2025-03-27,56,11,2,44.98,0.1,completed,South
697,2024-07-22,187,18,5,674.96,0.1,completed,North
698,2025-05-21,37,17,9,3239.92,0.1,completed,South
699,2025-07-22,133,22,3,101.97,0.15,completed,South
700,2024-03-30,7,8,6,539.94,0,completed,West
701,2025-10-12,33,18,2,299.98,0,completed,South
702,2025-06-14,149,17,5,1699.96,0.15,completed,East
703,2024-11-25,115,13,3,44.97,0,completed,North
704,2024-09-13,164,25,7,416.44,0.15,completed,East
705,2025-03-05,100,19,2,1599.98,0,completed,North
706,2024-08-26,98,5,5,1274.96,0.15,completed,West
707,2024-07-27,118,16,7,1749.93,0,completed,South
708,2025-06-12,7,12,9,32.32,0.1,completed,West
709,2025-08-31,200,19,4,2879.96,0.1,refunded,South
710,2024-03-19,128,24,6,2999.94,0,completed,South
711,2024-04-10,103,16,3,637.47,0.15,completed,East
712,2024-02-24,146,4,4,599.96,0,refunded,West
713,2025-06-03,168,15,5,42.46,0.15,completed,East
714,2024-07-09,100,7,1,56.99,0.05,pending,North
715,2025-10-12,90,22,7,251.94,0.1,completed,East
716,2024-07-13,46,8,3,256.47,0.05,refunded,North
717,2024-01-09,113,7,9,539.91,0,completed,South
718,2025-09-14,113,20,1,53.99,0.1,completed,South
719,2024-09-29,49,18,1,142.49,0.05,completed,West
720,2024-12-10,4,11,3,74.97,0,completed,West
721,2025-08-22,24,9,1,67.99,0.15,completed,South
722,2025-04-08,30,1,2,1799.98,0,completed,North
723,2024-08-05,116,22,8,287.93,0.1,pending,West
724,2025-01-17,15,24,3,1349.97,0.1,completed,West
725,2024-11-22,58,2,7,3569.94,0.15,completed,South
726,2024-02-15,110,1,1,854.99,0.05,completed,West
727,2025-10-20,33,13,2,26.98,0.1,pending,South
728,2024-08-20,169,1,7,5354.94,0.15,completed,West
729,2024-04-04,84,6,6,179.94,0,refunded,South
730,2025-01-08,90,11,5,124.95,0,completed,East
731,2024-02-24,69,21,3,350.97,0.1,completed,South
732,2024-12-10,39,7,8,431.93,0.1,completed,South
733,2024-07-24,101,17,3,1019.97,0.15,refunded,South
734,2025-07-31,135,13,6,80.95,0.1,completed,South
735,2025-01-11,65,19,8,5759.93,0.1,completed,North
736,2024-04-20,121,4,10,1499.9,0,completed,East
737,2025-08-19,89,13,3,44.97,0,refunded,East
738,2024-07-18,161,11,10,212.41,0.15,completed,East
739,2024-08-01,112,24,7,3499.93,0,completed,East
740,2024-08-08,3,19,10,6799.91,0.15,completed,North
741,2025-07-19,119,23,4,319.96,0,refunded,South
742,2024-11-13,60,24,1,474.99,0.05,completed,North
743,2025-08-09,159,6,8,227.92,0.05,refunded,East
744,2025-05-27,144,23,4,319.96,0,completed,North
745,2024-07-12,103,6,7,188.94,0.1,pending,East
746,2024-01-02,180,23,1,71.99,0.1,completed,East
747,2025-09-16,106,17,6,2399.94,0,pending,North
748,2024-06-12,24,13,9,128.16,0.05,completed,South
749,2024-05-14,158,1,10,8549.9,0.05,completed,East
750,2024-03-05,1,8,6,539.94,0,completed,South
751,2025-06-30,109,6,9,269.91,0,pending,South
752,2025-05-28,26,4,8,1199.92,0,completed,West
753,2025-06-05,169,8,8,611.93,0.15,completed,West
754,2025-04-24,161,15,4,35.96,0.1,completed,East
755,2024-08-25,62,15,6,50.95,0.15,refunded,North
756,2025-12-10,22,17,7,2799.93,0,completed,North
757,2024-04-07,155,2,7,3569.94,0.15,refunded,South
758,2024-11-04,83,2,7,4199.93,0,completed,West
759,2024-11-29,132,8,4,359.96,0,completed,West
760,2025-05-15,22,23,7,503.94,0.1,pending,North
761,2025-03-19,156,23,10,719.91,0.1,completed,West
762,2024-09-17,25,19,5,3999.95,0,completed,South
763,2024-08-23,47,22,10,399.9,0,completed,North
764,2025-09-22,25,1,4,3059.97,0.15,pending,South
765,2024-07-06,68,6,3,89.97,0,completed,East
766,2025-10-19,87,25,7,489.93,0,completed,South
767,2024-10-18,174,18,1,149.99,0,completed,West
768,2025-04-02,57,24,1,499.99,0,completed,East
769,2024-06-07,104,7,7,419.93,0,completed,West
770,2025-02-22,123,1,4,3419.96,0.05,pending,West
771,2024-08-12,51,16,3,749.97,0,completed,South
772,2024-04-13,87,16,1,212.49,0.15,completed,South
773,2024-01-16,10,2,5,2999.95,0,completed,West
774,2025-05-17,81,1,4,3599.96,0,completed,North
775,2024-11-30,99,17,4,1599.96,0,completed,South
776,2025-10-19,40,9,10,799.9,0,refunded,East
777,2024-06-28,109,5,9,2429.92,0.1,completed,South
778,2025-03-09,15,16,9,2249.91,0,completed,West
779,2024-03-11,193,21,6,740.94,0.05,completed,West
780,2024-01-28,12,24,8,3399.93,0.15,completed,East
781,2024-03-18,30,4,6,854.94,0.05,completed,North
782,2025-10-24,36,6,2,53.98,0.1,completed,West
783,2024-03-18,164,25,10,699.9,0,pending,East
784,2025-11-28,62,16,9,2249.91,0,pending,North
785,2025-08-28,44,19,4,2879.96,0.1,completed,South
786,2025-07-02,124,21,4,519.96,0,pending,East
787,2024-02-22,89,7,7,398.93,0.05,completed,East
788,2025-01-13,117,7,4,215.96,0.1,completed,South
789,2025-04-28,78,10,8,911.92,0.05,pending,North
790,2024-01-31,33,9,8,639.92,0,completed,South
791,2025-05-08,39,15,5,44.96,0.1,pending,South
792,2024-09-28,4,7,7,377.94,0.1,completed,West
793,2025-03-28,8,23,7,559.93,0,completed,East
794,2024-04-14,17,1,7,6299.93,0,completed,South
795,2025-08-20,93,25,9,629.91,0,completed,West
796,2025-06-19,34,11,8,169.93,0.15,completed,East
797,2024-01-10,64,9,9,719.91,0,completed,West
798,2025-11-13,40,3,9,2677.42,0.15,pending,East
799,2024-07-17,156,3,3,1049.97,0,completed,West
800,2025-03-02,160,8,2,179.98,0,completed,North
801,2024-01-04,12,25,8,559.92,0,refunded,East
802,2025-02-09,82,2,9,4589.92,0.15,completed,North
803,2025-09-21,78,1,4,3239.96,0.1,completed,North
804,2025-07-07,166,17,7,2799.93,0,completed,West
805,2024-10-31,152,3,2,664.98,0.05,completed,South
806,2024-09-14,190,17,2,719.98,0.1,completed,West
807,2025-01-23,41,17,6,2399.94,0,pending,North
808,2025-05-04,117,22,5,199.95,0,completed,South
809,2024-11-10,19,13,1,14.99,0,completed,East
810,2024-11-30,59,13,3,44.97,0,completed,North
811,2025-05-11,51,13,3,38.22,0.15,refunded,South
812,2024-02-21,147,11,6,127.45,0.15,completed,East
813,2025-03-20,79,9,1,67.99,0.15,completed,North
814,2025-04-23,5,4,5,637.46,0.15,refunded,North
815,2025-02-03,149,24,7,3499.93,0,completed,East
816,2025-05-09,90,7,1,59.99,0,completed,East
817,2025-01-01,39,9,2,151.98,0.05,completed,South
818,2024-04-10,152,1,7,6299.93,0,completed,South
819,2025-05-10,78,3,8,2799.92,0,completed,North
820,2025-05-30,169,4,2,254.98,0.15,completed,West
821,2024-08-14,124,7,4,203.97,0.15,completed,East
822,2025-05-05,189,23,4,271.97,0.15,completed,South
823,2025-06-10,40,14,6,29.94,0,completed,East
824,2024-05-19,159,17,7,2519.94,0.1,completed,East
825,2025-09-30,48,18,9,1349.91,0,completed,South
826,2025-05-24,45,4,6,899.94,0,completed,South
827,2024-06-03,36,2,6,3599.94,0,pending,West
828,2024-08-25,174,16,6,1499.94,0,completed,West
829,2025-07-16,40,20,2,119.98,0,refunded,East
830,2024-04-29,130,10,9,1079.91,0,completed,East
831,2025-06-23,108,9,8,639.92,0,pending,East
832,2025-06-09,185,5,9,2564.91,0.05,completed,North
833,2024-08-01,27,17,8,2719.93,0.15,completed,North
834,2024-12-06,13,16,7,1574.94,0.1,refunded,West
835,2024-11-07,7,5,10,2999.9,0,completed,West
836,2025-10-02,29,14,6,28.44,0.05,completed,West
837,2025-04-19,156,25,9,598.41,0.05,completed,West
838,2025-04-03,18,1,3,2564.97,0.05,completed,East
839,2025-02-05,11,15,1,9.99,0,completed,South
840,2024-11-12,194,2,8,4799.92,0,completed,West
841,2025-04-07,53,7,1,59.99,0,completed,East
842,2025-01-17,110,13,2,29.98,0,completed,West
843,2024-08-21,146,24,10,4499.91,0.1,completed,West
844,2025-12-24,187,3,8,2519.93,0.1,pending,North
845,2024-12-25,148,24,6,2999.94,0,completed,North
846,2025-04-24,89,21,5,617.45,0.05,completed,East
847,2024-05-24,66,11,4,99.96,0,completed,East
848,2025-02-23,118,11,2,49.98,0,completed,South
849,2024-10-13,170,12,4,13.57,0.15,refunded,West
850,2025-05-06,194,23,1,71.99,0.1,completed,West
851,2025-10-29,169,25,1,69.99,0,completed,West
852,2024-09-27,115,14,2,8.48,0.15,pending,North
853,2024-02-19,144,21,6,779.94,0,pending,North
854,2025-11-19,58,25,7,489.93,0,completed,South
855,2024-09-17,142,25,4,265.96,0.05,refunded,North
856,2024-02-15,13,24,8,3799.92,0.05,completed,West
857,2025-04-26,159,7,1,53.99,0.1,completed,East
858,2025-03-30,121,22,1,33.99,0.15,refunded,East
859,2024-05-15,42,17,6,2159.95,0.1,completed,South
860,2025-10-15,40,9,5,379.95,0.05,completed,East
861,2025-06-03,67,12,5,19.95,0,completed,North
862,2025-11-15,70,14,9,44.91,0,completed,West
863,2025-06-01,43,14,2,9.98,0,completed,South
864,2025-09-05,38,16,1,224.99,0.1,pending,North
865,2025-10-27,128,5,5,1424.95,0.05,pending,South
866,2025-08-15,182,16,6,1349.95,0.1,refunded,North
867,2024-12-16,191,15,8,79.92,0,refunded,South
868,2024-05-01,186,4,4,599.96,0,pending,South
869,2024-07-01,170,24,9,4499.91,0,completed,West
870,2024-05-28,156,19,9,7199.91,0,refunded,West
871,2024-05-23,179,2,1,599.99,0,completed,South
872,2025-02-28,138,9,4,271.97,0.15,completed,West
873,2025-08-10,110,19,4,2719.97,0.15,completed,West
874,2024-06-13,56,20,2,119.98,0,refunded,South
875,2024-04-20,82,4,3,404.97,0.1,completed,North
876,2025-03-10,75,22,4,159.96,0,refunded,East
877,2024-03-26,99,6,6,170.94,0.05,pending,South
878,2024-12-08,137,21,8,935.93,0.1,completed,East
879,2025-08-23,134,19,5,3799.95,0.05,completed,East
880,2025-08-27,91,25,4,279.96,0,pending,South
881,2024-01-26,57,24,3,1349.97,0.1,completed,East
882,2025-05-10,83,17,2,719.98,0.1,refunded,West
883,2024-04-12,184,16,1,249.99,0,completed,East
884,2024-05-20,167,6,9,269.91,0,completed,South
885,2024-07-11,65,10,3,341.97,0.05,refunded,North
886,2025-02-01,72,14,3,14.97,0,completed,North
887,2024-03-14,188,16,9,1912.42,0.15,completed,North
888,2025-03-09,180,16,8,1999.92,0,completed,East
889,2025-12-04,67,9,8,607.92,0.05,completed,North
890,2024-08-11,182,18,7,1049.93,0,completed,North
891,2024-01-09,32,11,3,67.47,0.1,pending,North
892,2025-12-02,122,11,8,169.93,0.15,completed,North
893,2025-09-12,5,6,2,59.98,0,completed,North
894,2024-01-29,118,1,1,899.99,0,completed,South
895,2024-02-21,121,3,10,2974.91,0.15,pending,East
896,2025-06-15,103,10,8,815.93,0.15,completed,East
897,2025-10-29,163,9,2,143.98,0.1,completed,West
898,2025-11-04,43,10,9,1079.91,0,refunded,South
899,2025-07-09,105,4,9,1349.91,0,completed,South
900,2024-10-24,199,1,5,4499.95,0,completed,South
901,2024-07-09,185,5,10,2999.9,0,refunded,North
902,2024-06-20,50,1,9,7694.91,0.05,completed,East
903,2024-11-08,61,16,7,1749.93,0,completed,South
904,2025-09-23,118,22,1,33.99,0.15,completed,South
905,2024-02-06,184,12,10,39.9,0,pending,East
906,2025-09-18,110,9,7,531.93,0.05,completed,West
907,2025-09-27,183,4,9,1349.91,0,completed,East
908,2025-04-09,35,21,7,864.43,0.05,pending,South
909,2024-10-30,161,18,10,1349.91,0.1,completed,East
910,2025-03-23,175,10,5,599.95,0,completed,South
911,2024-04-23,90,1,6,5399.94,0,completed,East
912,2025-06-30,165,10,4,479.96,0,completed,South
913,2024-02-20,131,4,2,299.98,0,pending,North
914,2025-12-06,163,17,10,3399.91,0.15,completed,West
915,2024-09-08,122,14,5,21.21,0.15,completed,North
916,2024-11-11,101,1,5,4499.95,0,completed,South
917,2025-05-23,183,6,3,76.47,0.15,completed,East
918,2025-11-01,121,3,10,3324.9,0.05,completed,East
919,2024-10-02,196,18,2,299.98,0,refunded,East
920,2024-05-16,89,24,1,424.99,0.15,completed,East
921,2025-03-25,85,5,7,2099.93,0,completed,South
922,2025-03-04,138,18,9,1214.92,0.1,completed,West
923,2024-11-09,116,5,2,599.98,0,completed,West
924,2025-03-27,127,22,9,323.92,0.1,completed,South
925,2025-12-22,75,12,4,15.96,0,pending,East
926,2024-09-19,55,2,2,1199.98,0,completed,South
927,2025-11-18,145,12,1,3.59,0.1,completed,South
928,2024-02-20,195,14,10,49.9,0,completed,South
929,2024-03-22,14,24,2,999.98,0,completed,East
930,2025-05-10,117,21,3,370.47,0.05,completed,South
931,2024-01-04,152,15,7,62.94,0.1,completed,South
932,2025-02-25,38,8,5,427.45,0.05,completed,North
933,2024-03-29,7,12,3,11.37,0.05,completed,West
934,2024-12-21,47,17,4,1599.96,0,completed,North
935,2024-03-04,10,10,8,911.92,0.05,completed,West
936,2025-02-13,150,20,1,59.99,0,refunded,South
937,2024-04-26,176,15,10,99.9,0,completed,East
938,2024-03-18,130,24,6,2699.95,0.1,completed,East
939,2025-01-21,10,17,4,1359.97,0.15,completed,West
940,2025-03-31,14,11,6,134.95,0.1,completed,East
941,2024-05-07,123,3,2,699.98,0,pending,West
942,2024-07-04,51,3,2,629.98,0.1,completed,South
943,2025-09-09,94,23,2,135.98,0.15,completed,West
944,2024-01-09,119,24,2,999.98,0,completed,South
945,2025-03-14,172,1,6,5399.94,0,completed,West
946,2024-12-11,69,6,9,229.42,0.15,completed,South
947,2025-09-30,35,7,7,419.93,0,completed,South
948,2025-08-09,6,5,2,599.98,0,completed,East
949,2024-09-05,51,21,2,220.98,0.15,refunded,South
950,2025-03-05,90,5,5,1499.95,0,pending,East
951,2024-11-07,123,24,5,2499.95,0,refunded,West
952,2024-01-10,139,10,4,479.96,0,completed,West
953,2024-07-02,2,22,2,75.98,0.05,completed,South
954,2025-05-30,51,7,2,113.98,0.05,completed,South
955,2024-09-25,198,3,8,2519.93,0.1,completed,East
956,2025-06-29,169,12,2,7.98,0,completed,West
957,2024-06-13,118,14,5,22.46,0.1,completed,South
958,2025-06-16,148,13,2,25.48,0.15,completed,North
959,2024-02-24,132,6,2,53.98,0.1,completed,West
960,2025-08-24,59,11,4,84.97,0.15,refunded,North
961,2024-08-16,170,3,5,1749.95,0,completed,West
962,2025-02-14,9,16,4,899.96,0.1,completed,East
963,2025-10-15,195,15,4,39.96,0,completed,South
964,2025-02-22,39,2,9,5399.91,0,pending,South
965,2025-06-27,152,18,6,854.94,0.05,completed,South
966,2024-03-23,90,7,5,299.95,0,completed,East
967,2024-05-07,140,7,8,479.92,0,completed,East
968,2024-01-03,188,17,1,399.99,0,completed,North
969,2025-12-08,98,8,1,76.49,0.15,completed,West
970,2024-05-14,136,4,1,134.99,0.1,completed,West
971,2025-08-09,9,7,5,299.95,0,completed,East
972,2024-11-01,8,14,7,29.69,0.15,refunded,East
973,2024-08-10,102,12,5,19.95,0,pending,West
974,2024-05-02,122,22,2,75.98,0.05,completed,North
975,2024-12-10,77,21,7,909.93,0,pending,West
976,2024-12-02,40,10,9,917.92,0.15,pending,East
977,2024-02-09,93,18,4,599.96,0,completed,West
978,2025-06-24,123,18,4,539.96,0.1,completed,West
979,2025-07-03,137,24,6,2999.94,0,pending,East
980,2025-09-05,2,16,10,2499.9,0,completed,South
981,2024-08-06,99,6,6,152.95,0.15,completed,South
982,2025-07-10,180,7,2,107.98,0.1,completed,East
983,2024-11-08,157,21,9,1169.91,0,completed,East
984,2025-01-10,101,2,7,4199.93,0,completed,South
985,2025-09-20,176,23,5,339.96,0.15,completed,East
986,2024-08-14,130,5,3,764.97,0.15,completed,East
987,2024-01-15,8,15,7,59.44,0.15,refunded,East
988,2025-04-26,68,10,2,239.98,0,completed,East
989,2025-04-23,149,13,7,94.44,0.1,completed,East
990,2025-11-25,154,3,5,1749.95,0,completed,South
991,2025-01-27,36,9,7,559.93,0,completed,West
992,2024-08-09,179,13,9,134.91,0,completed,South
993,2025-01-18,160,22,3,119.97,0,completed,North
994,2025-08-01,24,17,4,1599.96,0,completed,South
995,2025-07-04,143,14,4,16.97,0.15,completed,North
996,2025-10-03,48,4,4,509.97,0.15,completed,South
997,2025-08-18,140,19,2,1599.98,0,refunded,East
998,2024-09-19,21,21,6,779.94,0,completed,South
999,2025-07-02,146,2,10,5399.91,0.1,completed,West
1000,2024-03-03,57,11,9,191.17,0.15,completed,East
1001,2025-11-17,138,21,4,467.96,0.1,completed,West
1002,2024-01-15,137,15,7,62.94,0.1,refunded,East
1003,2025-05-25,109,24,1,474.99,0.05,refunded,South
1004,2025-04-19,162,7,10,509.91,0.15,refunded,South
1005,2025-12-11,60,24,9,4049.92,0.1,refunded,North
1006,2024-12-11,2,3,6,1994.94,0.05,refunded,South
1007,2024-10-09,111,6,4,119.96,0,completed,South
1008,2024-01-31,47,2,6,3599.94,0,completed,North
1009,2024-11-16,149,5,3,854.97,0.05,completed,East
1010,2024-06-14,108,11,10,237.4,0.05,completed,East
1011,2024-01-22,89,14,4,19.96,0,completed,East
1012,2025-10-04,161,2,5,2849.95,0.05,refunded,East
1013,2024-05-29,123,17,5,1899.95,0.05,completed,West
